Br *-Br
c1ccoc1 *-c1:c:o:c(-*):c:1
c1ccoc1 *-c1:c:c:c(-*):o:1
c1cscn1 *-c1:c:s:c(-*):n:1
c1cscn1 *-c1:n:c:c:s:1
c1cscn1 *-n1:c(=*):s:c(=*):c:1=*
c1cscn1 *-c1:n:c(-*):c(-*):s:1
c1cscn1 *-c1:c:n:c(-*):s:1
c1cscn1 *:c1:s:c:c:n:1:*
c1cscn1 *=c1:s:c(:*):n(:*):c:1=*
CS *-S-C
CS *-C-S-*
CCNC(C)=O *-C(-*)-C-N(-*)-C(=O)-C(-*)-*
CCNC(C)=O *-C-C-N(-*)-C(=O)-C-*
CCNC(C)=O *-N(-C-C)-C(-C)=O
CCNC(C)=O *-C-C(-*)-N-C(-C)=O
CCNC(C)=O *-C-C-N-C(=O)-C(-*)-*
CCNC(C)=O *-C-C-N(-*)-C(-C)=O
CCNC(C)=O *-C-C-N-C(=O)-C-*
CCNC(C)=O *-C-C-N(-*)-C(=O)-C(-*)-*
CCNC(C)=O *-C-C-N-C(-C)=O
CCNC(C)=O *-C-C(=O)-N-C(-*)-C
CCNC(C)=O *-C(-*)-C(=O)-N(-*)-C-C
CCNC(C)=O *-C-C(=O)-N(-*)-C-C
CCNC(C)=O *-C-C(=O)-N(-*)-C(-*)-C
CCNC(C)=O *-C-C(-*)-N(-*)-C(-C)=O
CCNC(C)=O *-C-C(=O)-N-C(-*)-C-*
CCNC(C)=O *-C-C(=O)-N-C(-*)(-*)-C
CCNC(C)=O *-C(-*)-C(-*)-N-C(-C)=O
CCNC(C)=O *-C-C(=O)-N(-*)-C(-*)-C(-*)=*
CCNC(C)=O *-C-C(-*)-N-C(=O)-C(-*)-*
CCNC(C)=O *-C-C(=O)-N(-*)-C(-*)(-*)-C=*
CCNC(C)=O *-N(-C(-C)=O)-C(-*)(-*)-C=*
CCNC(C)=O *-C(-*)-C(=*)-N-C(-C)=O
nc=O *-n(:*):c(:*)=O
nc=O *:c(=O):n(:*):*
CNC *-N(-C)-C
CNC *-N(-C=*)-C=*
CNC *-C(=*)-N-C=*
CNC *-C-N(-*)-C-*
CNC *-C-N(-*)-C(-*)=*
CNC *-C-N(-*)-C
CNC *-C-N-C(-*)=*
CNC *-C(=*)-N-C
CNC *-N(-C)-C=*
CNC *-C(=*)-N-C(-*)-*
CNC *-C(=*)-N(-*)-C
O=CNc1ccccc1 *-C(=O)-N-c1:c:c(:*):c(:*):c:c:1-*
O=CNc1ccccc1 *-C(=O)-N(-*)-c1:c:c:c:c:c:1
O=CNc1ccccc1 *-C(=O)-N-c1:c:c:c:c:c:1
O=CNc1ccccc1 *-C(=O)-N(-*)-c1:c:c:c:c:c:1-*
O=CNc1ccccc1 *-C(=O)-N-c1:c:c:c(-*):c:c:1
O=CNc1ccccc1 *-C(=O)-N-c1:c:c:c:c(-*):c:1
O=CNc1ccccc1 *-C(=O)-N-c1:c:c:c:c:c:1-*
O=CNc1ccccc1 *-C(=O)-N-c1:c:c:c(-*):c(:*):c:1:*
O=CNc1ccccc1 *-C(=O)-N-c1:c:c:c(:*):c(:*):c:1
O=CNc1ccccc1 *-C(=O)-N-c1:c:c:c(-*):c:c:1-*
O=CNc1ccccc1 *-C(=O)-N-c1:c(-*):c:c(-*):c:c:1-*
O=CNc1ccccc1 *-C(=O)-N-c1:c:c:c(:*):c(:*):c:1-*
Ccccn *-c(:n:*):c(-*):c(:*)-C
Ccccn *-c(:c(:*)-C):c(-*):n(:*):*
Ccccn *-c(:c:c(:*)-C):n(:*):*
Ccccn *-c(:c:c(:*)-C):n:*
COc1ccccc1OC *-c1:c(-O-C):c(-O-C):c(-*):c(:*):c:1:*
COc1ccccc1OC *-c1:c:c:c(-O-C):c(-O-C):c:1
COc1ccccc1OC *:c1:c:c(-O-C):c(-O-C):c:c:1:*
COc1ccccc1OC *-c1:c:c(-O-C):c(-O-C):c:c:1-*
COc1ccccc1OC *:c1:c:c:c(-O-C):c(-O-C):c:1:*
COc1ccccc1OC *-c1:c:c:c:c(-O-C):c:1-O-C
COc1ccccc1OC *-c1:c:c(-*):c(-O-C):c(-O-C):c:1
COc1ccccc1OC *-C-O-c1:c:c:c:c:c:1-O-C
COc1ccccc1OC *-c1:c(-O-C):c(-O-C):c:c(:*):c:1:*
COc1ccccc1OC *-c1:c:c:c(-O-C):c(-O-C):c:1-*
CCC=O *-C-C(-*)-C(-*)=O
CCC=O *-C(=O)-C-C
CCC=O *-C(=O)-C(-*)-C
CCC=O *-C-C-C(-*)=O
CCC=O *-C(=O)-C(=*)-C(-*)-*
CCC=O *-C(=O)-C-C#*
CCC=O *-C(=O)-C(-*)-C#*
CCC=O *-C-C(=*)-C(-*)=O
CCC=O *-C(=O)-C-C(-*)-*
CCC=O *-C(=*)-C(-*)-C(-*)=O
CCC=O *-C-C(-*)(-*)-C(-*)=O
COC(C)=O *-C(-*)-C(=O)-O-C
COC(C)=O *-C-C(=O)-O-C
COC(C)=O *-C-O-C(-C)=O
COC(C)=O *-C(-*)-O-C(-C)=O
ccc *-c(:*):c(-*):c:*
ccc *-c(:*):c:c(=*):*
ccc *:c:c:c:*
ccc *:c:c:c(:*):*
ccc *-c(:*):c:c(:*):*
ccc *-c(:c:*):c:*
ccc *-c(:*):c(-*):c(:*):*
ccc *-c(:*):c:c:*
ccc *-c(:*):c(-*):c(-*):*
ccc *-c(:c:*):c(:*):*
CCC(N)=O *-N(-*)-C(=O)-C(-*)(-*)-C
CCC(N)=O *-N-C(=O)-C(-*)-C
CCC(N)=O *-N-C(=O)-C-C
CCC(N)=O *-C-C-C(=O)-N-*
CCC(N)=O *-N-C(=O)-C(-*)(-*)-C
CCC(N)=O *-N-C(=O)-C(=*)-C(-*)-*
CCC(N)=O *-C-C(-*)-C(=O)-N-*
CCC(N)=O *-C(-*)-C(=*)-C(-N)=O
CCC(N)=O *-N-C(=O)-C(-*)-C(-*)=*
CCC(N)=O *-C(-C)-C(=O)-N(-*)-*
c1nncs1 *-c1:n:n:c(-*):s:1
c1nncs1 *-c1:n:n:c:s:1
c1nncs1 *-c1:n:n(-*):c(=*):s:1
Cc1ccccn1 *-C-c1:n:c:c(-*):c(-*):c:1-*
Cc1ccccn1 *-C-c1:n:c:c:c:c:1-*
Cc1ccccn1 *-C-c1:c:c:c:c:n:1
Cc1ccccn1 *-C(=*)-c1:c:c:c:c:n:1
Cc1ccccn1 *-c1:c:c:c(-C):n:c:1
Cc1ccccn1 *-c1:c:c:c:c(-C):n:1
Cc1ccccn1 *-c1:c:c(-C):n(-*):c(=*):c:1-*
Cc1ccccn1 *-c1:c:c(-C):n:c(-*):c:1-*
Cc1ccccn1 *-c1:c:c(-C):n:c(:*):c:1:*
Cc1ccccn1 *-C(=*)-c1:c:c:c(:*):c(:*):n:1
Cc1ccccn1 *-c1:c:c(-*):n:c(-C):c:1
Cc1ccccn1 *-c1:c:c:c(-C):n:c:1-*
Cc1ccccn1 *-c1:c:c(-*):c(-C):n:c:1-*
Cc1ccccn1 *-c1:n:c(-C):c(-*):c(-*):c:1-*
Cc1ccccn1 *-C-c1:c:c:c:c(-*):n:1
Cc1ccccn1 *:c1:c:c:c(-C):n:c:1:*
Cc1ccccn1 *-c1:c:n:c(-C):c(-*):c:1-*
CNC(=O)c1ccccc1 *-c1:c:c(-*):c(-C(=O)-N-C(-*)-*):c:c:1-*
CNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N-C):c:c:1-*
CNC(=O)c1ccccc1 *-c1:c:c:c:c(-C(=O)-N-C):c:1
CNC(=O)c1ccccc1 *-C-N-C(=O)-c1:c:c:c(-*):c(-*):c:1
CNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N(-*)-C):c:c:1
CNC(=O)c1ccccc1 *-C-N-C(=O)-c1:c:c:c(-*):c:c:1-*
CNC(=O)c1ccccc1 *-C-N(-*)-C(=O)-c1:c:c:c:c:c:1-*
CNC(=O)c1ccccc1 *-C-N-C(=O)-c1:c:c:c:c(-*):c:1
CNC(=O)c1ccccc1 *-C-N(-*)-C(=O)-c1:c:c:c(-*):c:c:1
CNC(=O)c1ccccc1 *-C-N-C(=O)-c1:c:c:c(-*):c:c:1
CNC(=O)c1ccccc1 *-C-N(-*)-C(=O)-c1:c:c(-*):c:c:c:1-*
CNC(=O)c1ccccc1 *-C-N(-*)-C(=O)-c1:c(-*):c:c:c:c:1-*
CNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N(-*)-C):c:c:1-*
CNC(=O)c1ccccc1 *-C-N-C(=O)-c1:c:c(-*):c(-*):c(-*):c:1
CNC(=O)c1ccccc1 *-c1:c:c(-C(=O)-N(-*)-C):c:c(-*):c:1-*
CNC(=O)c1ccccc1 *-C-N-C(=O)-c1:c:c(-*):c:c:c:1-*
CNC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-N(-*)-C):c(-*):c:1
CNC(=O)c1ccccc1 *-C-N(-*)-C(=O)-c1:c:c:c:c:c:1
CNC(=O)c1ccccc1 *-C-N(-*)-C(=O)-c1:c:c:c:c(-*):c:1
CNC(=O)c1ccccc1 *-C-N(-*)-C(=O)-c1:c:c:c(-*):c(-*):c:1
CNC(=O)c1ccccc1 *-C-N-C(=O)-c1:c:c:c:c:c:1-*
CNC(=O)c1ccccc1 *-c1:c:c:c:c:c:1-C(=O)-N(-*)-C(-*)-*
CNC(=O)c1ccccc1 *-c1:c:c:c:c:c:1-C(=O)-N(-*)-C
CNC(=O)c1ccccc1 *-C-N-C(=O)-c1:c(-*):c:c:c(-*):c:1-*
CNC(=O)c1ccccc1 *-C-N-C(=O)-c1:c:c:c:c:c:1
CNC(=O)c1ccccc1 *-C-N-C(=O)-c1:c(-*):c:c:c:c:1-*
CNC(=O)c1ccccc1 *-C-N-C(=O)-c1:c:c:c(:*):c(:*):c:1
CNC(=O)c1ccccc1 *-c1:c:c:c:c:c:1-C(=O)-N-C
CNC(=O)c1ccccc1 *-c1:c:c:c(-*):c(-C(=O)-N-C):c:1
cccc[nH] *-c(:c:[nH]:*):c(:*):c:*
cccc[nH] *-c(:*):c:c:c(:*):[nH]:*
cccc[nH] *=c(:c:c:c:*):[nH]:*
cccc[nH] *:c:c(:*):c(:*):c(:*):[nH]:*
cccc[nH] *-c(:[nH]:*):c(-*):c(:*):c:*
cccc[nH] *-c(:*):c:c:c(=*):[nH]:*
cccc[nH] *-c(:*):c:c(-*):c(=*):[nH]:*
cccc[nH] *-c(:c:c(:*):*):c(=*):[nH]:*
cccc[nH] *-c(:c(-*):c(:*):*):c(=*):[nH]:*
cccc[nH] *-c(:*):c(-*):c:c(:*):[nH]:*
cccc[nH] *-c(:*):c(:*):c(-*):c:[nH]:*
cccc[nH] *-c(:c:c(=*):[nH]:*):c(:*):*
cccc[nH] *-c(:c:*):c(:*):c(=*):[nH]:*
Nc1ccccc1 *-N-c1:c:c:c(-*):c:c:1
Nc1ccccc1 *-c1:c:c:c(-N):c:c:1
Nc1ccccc1 *-N-c1:c:c:c:c(-*):c:1
Nc1ccccc1 *-c1:c:c:c:c:c:1-N
Nc1ccccc1 *-c1:c:c:c:c:c:1-N(-*)-*
Nc1ccccc1 *-N-c1:c:c:c(-*):c:c:1-*
Nc1ccccc1 *-c1:c:c:c:c(-N):c:1
Nc1ccccc1 *-N-c1:c:c:c:c:c:1
Nc1ccccc1 *-N-c1:c:c:c:c:c:1-*
Nc1ccccc1 *:c1:c:c:c(-N):c:c:1:*
Nc1ccccc1 *-c1:c:c(-*):c(:*):c(:*):c:1-N
Nc1ccccc1 *-N(-*)-c1:c:c:c:c:c:1
Nc1ccccc1 *-N-c1:c:c:c(:*):c(:*):c:1
Cc1ccco1 *-c1:c(-C):o:c(:*):c:1:*
Cc1ccco1 *-C(=*)-c1:c:c:c:o:1
Cc1ccco1 *-C-c1:c:c:c:o:1
Cc1ccco1 *-c1:c:c:o:c:1-C
Cc1ccco1 *-C(=*)-c1:c:c:c(-*):o:1
Cc1ccco1 *-c1:c:o:c(-C):c:1
Cc1ccco1 *-C-c1:c:c:c(-*):o:1
Cc1ccco1 *-c1:c:c:c(-C):o:1
Cc1ccco1 *=C-c1:c:c:c:o:1
Cc1ccco1 *-c1:c:c:c(-C#*):o:1
Cc1ccco1 *-C(-*)-c1:c:c:c:o:1
Cc1ccco1 *-c1:c:c(-C):o:c:1-*
Cc1ccco1 *-c1:o:c(-C):c(-*):c:1-*
nc[nH] *-c(:n:*):[nH]:*
nc[nH] *:n:c:[nH]:*
nc[nH] *:n:c(:*):[nH]:*
nc[nH] *:[nH]:c(:*):n(:*):*
c1cnon1 *:c1:n:o:n:c:1:*
c1cnon1 *-c1:n:o:n:c:1-*
CCOc1ccccc1 *-c1:c:c(:*):c(:*):c:c:1-O-C(-*)-C
CCOc1ccccc1 *-c1:c:c:c(-O-C-C):c:c:1
CCOc1ccccc1 *-c1:c:c:c:c:c:1-O-C-C
CCOc1ccccc1 *-C(=*)-C-O-c1:c:c:c:c:c:1
CCOc1ccccc1 *-C(=*)-C(-*)-O-c1:c:c:c:c:c:1
CCOc1ccccc1 *-C(-C)-O-c1:c:c:c:c:c:1
CCOc1ccccc1 *-C-C-O-c1:c:c:c(-*):c:c:1
CCOc1ccccc1 *-c1:c:c:c(-O-C-C):c(-*):c:1
CCOc1ccccc1 *-c1:c:c:c:c:c:1-O-C(-*)-C
CCOc1ccccc1 *-C(=*)-C-O-c1:c:c:c(-*):c:c:1
CCOc1ccccc1 *-C(=*)-C(-*)-O-c1:c:c:c(:*):c(:*):c:1
CCOc1ccccc1 *-C(=*)-C-O-c1:c:c:c(:*):c(:*):c:1
CCOc1ccccc1 *-C-C(-*)(-*)-O-c1:c:c:c:c:c:1-*
CCOc1ccccc1 *-C(=*)-C(-*)-O-c1:c:c:c(:*):c(:*):c:1-*
CCOc1ccccc1 *-c1:c:c:c(-O-C-C):c:c:1-*
CCOc1ccccc1 *-c1:c:c:c:c(-O-C-C):c:1
CCOc1ccccc1 *:c1:c:c:c(-O-C-C):c:c:1:*
CCOc1ccccc1 *-c1:c:c(:*):c(:*):c:c:1-O-C-C
CCOc1ccccc1 *-C(=*)-C(-*)-O-c1:c:c:c(-*):c:c:1
CCOc1ccccc1 *-C(=*)-C-O-c1:c:c:c(-*):c(-*):c:1
C1COCCN1 *-N1-C-C-O-C-C-1
COc1cccc(C)c1 *-c1:c:c(-*):c(-O-C):c:c:1-C
COc1cccc(C)c1 *-C-c1:c:c(-*):c(-*):c(-O-C):c:1
COc1cccc(C)c1 *-C-c1:c:c:c(-*):c(-O-C):c:1
COc1cccc(C)c1 *-C-O-c1:c:c(-C-*):c:c:c:1-*
COc1cccc(C)c1 *-c1:c:c:c(-C(-*)-*):c:c:1-O-C
COc1cccc(C)c1 *-C-c1:c:c(-O-C):c(-*):c:c:1-*
COc1cccc(C)c1 *-c1:c:c:c(-C):c:c:1-O-C
COc1cccc(C)c1 *-C-O-c1:c:c(-C(-*)-*):c:c:c:1-*
COc1cccc(C)c1 *-C-c1:c:c:c:c(-O-C):c:1
COc1cccc(C)c1 *-c1:c(-O-C):c:c:c:c:1-C(-*)-*
COc1cccc(C)c1 *-c1:c:c:c(-O-C):c(-*):c:1-C
COc1cccc(C)c1 *-c1:c:c(-C(-*)-*):c:c(-O-C):c:1-*
COc1cccc(C)c1 *:c1:c:c(-O-C):c:c(-C):c:1:*
COc1cccc(C)c1 *-c1:c:c:c(-O-C):c:c:1-C(-*)-*
COc1cccc(C)c1 *-C(-*)-c1:c:c:c:c(-O-C):c:1
COc1cccc(C)c1 *-C-O-c1:c:c:c(-*):c(-C):c:1
Cc1ccno1 *-c1:n:o:c(-C):c:1-*
Cc1ccno1 *-c1:c:c(-C):o:n:1
Cc1ccno1 *-C(=*)-c1:o:n:c(-*):c:1-*
Cncn *-n(:*):c(=*):n(:*)-C
Cncn *-C(=*)-n(:*):c:n:*
Cncn *-c(:n:*):n(:*)-C
Cncn *-C-n(:*):c(-*):n:*
Cncn *-C(=*)-n(:*):c(-*):n:*
Cnc=O *:c(=O):n(:*)-C
Cnc=O *-C-n(:*):c(:*)=O
nn *-n(:*):n:*
nn *:n:n(:*):*
nn *:n:n:*
CCCO *-C-C-C(-*)-O
CCCO *-C(-C=*)-C-O
CCCO *-C-C-C-O-*
CCCO *-C(-O)-C-C
CCCO *-C-C(-*)-C-O
CCCO *-C-C(-*)-C(-*)-O-*
CCCO *-O-C-C(-*)-C(-*)-*
CCCO *-O-C(-*)-C(-*)(-*)-C
CCCO *-O-C-C(-*)-C
CCCO *-C-C-C(-*)-O-*
CCCO *-C-C(-*)-C-O-*
CCCO *-O-C-C(=*)-C
CCCO *-C-C-C(-*)(-*)-O-*
ccc=O *-c(:c:*):c(:*)=O
ccc=O *:c:c:c(:*)=O
ccc=O *-c(:*):c(-*):c(:*)=O
ccc=O *-c(:*):c:c(:*)=O
ccc=O *:c(=O):c(:*):c(:*):*
ccc=O *-c(:*):c(:*):c(:*)=O
ccc=O *:c:c(:*):c(:*)=O
Cc1ccsc1C *:c1:s:c(-C):c(-C):c:1:*
Cc1ccsc1C *-c1:s:c(-C):c(-C):c:1-*
Cc1ccsc1C *-C(-*)-c1:s:c:c:c:1-C
COC(=O)c1ccccc1 *-c1:c:c(-*):c:c(-C(=O)-O-C):c:1
COC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-O-C):c:c:1-*
COC(=O)c1ccccc1 *-c1:c:c:c(-C(=O)-O-C):c:c:1
COC(=O)c1ccccc1 *-c1:c:c:c:c:c:1-C(=O)-O-C
COC(=O)c1ccccc1 *-c1:c:c(-*):c(-C(=O)-O-C):c:c:1-*
COC(=O)c1ccccc1 *-c1:c:c(-*):c(-*):c(-C(=O)-O-C):c:1
COC(=O)c1ccccc1 *-c1:c:c:c:c(-C(=O)-O-C):c:1
COC(=O)c1ccccc1 *:c1:c:c:c(-C(=O)-O-C):c:c:1:*
COC(=O)c1ccccc1 *-C-O-C(=O)-c1:c:c:c(-*):c:c:1
COC(=O)c1ccccc1 *-C-O-C(=O)-c1:c:c:c:c:c:1-*
COC(=O)c1ccccc1 *-C-O-C(=O)-c1:c:c:c(-*):c(-*):c:1
COC(=O)c1ccccc1 *-c1:c:c:c(-*):c(-C(=O)-O-C):c:1
COC(=O)c1ccccc1 *-c1:c:c(-C(=O)-O-C):c:c(-*):c:1-*
CCNC(=O)NCc1ccccc1 *-c1:c:c:c:c:c:1-C(-*)-N-C(=O)-N-C(=*)-C
CCNC(=O)NCc1ccccc1 *-c1:c:c(-*):c(-*):c(-C(-*)-N-C(=O)-N-C(=*)-C):c:1
CCNC(=O)NCc1ccccc1 *-c1:c:c:c(-C(-*)-N-C(=O)-N(-*)-C(=*)-C):c:c:1
CCNC(=O)NCc1ccccc1 *-c1:c:c:c:c(-C(-*)-N-C(=O)-N(-*)-C(=*)-C):c:1
CCNC(=O)NCc1ccccc1 *-c1:c:c:c:c:c:1-C(-*)-N-C(=O)-N-C(-*)(-*)-C
CCNC(=O)NCc1ccccc1 *-c1:c:c:c(-C(-*)-N-C(=O)-N-C(=*)-C):c:c:1
CCNC(=O)NCc1ccccc1 *-c1:c:c:c(-C(-*)-N-C(=O)-N-C(=*)-C):c:c:1-*
CCNC(=O)NCc1ccccc1 *-c1:c:c:c:c(-C(-*)-N-C(=O)-N-C(=*)-C):c:1
CCNC(=O)NCc1ccccc1 *-C(-N-C(=O)-N(-*)-C(=*)-C)-c1:c:c:c:c:c:1
CCNC(=O)NCc1ccccc1 *-c1:c:c:c(-C(-*)-N-C(=O)-N-C(=*)-C):c(-*):c:1
CCNC(=O)NCc1ccccc1 *-c1:c:c(-C(-*)-N-C(=O)-N-C(=*)-C):c:c(-*):c:1-*
CCNC(=O)NCc1ccccc1 *-C(-N-C(=O)-N-C(=*)-C)-c1:c:c:c:c:c:1
CCNC(=O)NCc1ccccc1 *-c1:c:c(-*):c(-C(-*)-N-C(=O)-N-C(=*)-C):c:c:1-*
CCNC(=O)NCc1ccccc1 *-c1:c:c:c(-C(-*)-N-C(=O)-N-C(-*)(-*)-C(-*)(-*)-*):c:c:1
CCNC(=O)NCc1ccccc1 *-c1:c:c:c:c(-C(-*)-N-C(=O)-N-C(=*)-C):c:1-*
CCNC(=O)NCc1ccccc1 *-c1:c:c:c:c(-*):c:1-C(-*)-N-C(=O)-N-C(=*)-C
CCNC(=O)NCc1ccccc1 *-C(-C)-N-C(=O)-N(-*)-C-c1:c:c:c:c:c:1
CCNC(=O)NCc1ccccc1 *-N(-C-c1:c:c:c:c:c:1)-C(=O)-N-C-C
CCNC(=O)NCc1ccccc1 *-c1:c:c:c:c:c:1-C(-*)-N-C(=O)-N(-*)-C(=*)-C
[nH]c(=O)c1cncn1 *-n1:c:n:c(:c(=O):[nH]:*):c:1:*
FC(F)(F)c1ccccc1 *-c1:c:c:c(-C(-F)(-F)-F):c:c:1-*
FC(F)(F)c1ccccc1 *-c1:c:c:c:c(-C(-F)(-F)-F):c:1
FC(F)(F)c1ccccc1 *-c1:c:c:c:c:c:1-C(-F)(-F)-F
FC(F)(F)c1ccccc1 *-c1:c:c(-*):c:c(-C(-F)(-F)-F):c:1
FC(F)(F)c1ccccc1 *-c1:c:c:c(-*):c(-C(-F)(-F)-F):c:1
FC(F)(F)c1ccccc1 *-c1:c:c:c(-C(-F)(-F)-F):c:c:1
ccccc *-c(:c:*):c:c:c(:*):*
ccccc *-c(:*):c:c(:*):c(:*):c:*
ccccc *-c(:*):c:c:c:c(:*):*
ccccc *:c:c:c:c(:*):c:*
ccccc *:c:c:c:c:c(:*):*
ccccc *-c(:c:*):c(=*):c(:*):c:*
ccccc *-c(:*):c(-*):c(=*):c(:*):c:*
ccccc *-c(:*):c(-*):c(-*):c(:*):c(:*):*
ccccc *-c(:*):c(:*):c(:*):c(:*):c:*
ccccc *-c(:*):c:c(:*):c(-*):c:*
ccccc *-c(:*):c:c(=*):c(:*):c(-*):*
ccccc *-c(:*):c:c(=*):c(:*):c:*
ccccc *-c(:c:c:*):c:c(:*):*
ccccc *-c(:c:c(=*):*):c(:*):c:*
ccccc *-c(:c:c(:*):c:*):c(=*):*
ccccc *-c(:*):c(:*):c(-*):c:c(=*):*
ccccc *-c(:*):c(:*):c(:*):c(-*):c(:*):*
ccccc *-c(:*):c(-*):c(=*):c(:*):c(-*):*
ccccc *=c(:c:c:*):c(:*):c:*
ccccc *-c(:c:c:c:*):c(:*):*
ccccc *=c(:*):c(:*):c(:*):c(:*):c(:*):*
ccccc *-c(:*):c(-*):c:c(:*):c(=*):*
ccccc *-c(:*):c:c(:*):c(-*):c(-*):*
ccccc *:c:c(:*):c:c(:*):c(:*):*
O=C(CS)Nc1ccccc1 *-S-C-C(=O)-N-c1:c:c:c(-*):c:c:1
O=C(CS)Nc1ccccc1 *-S-C-C(=O)-N-c1:c:c:c:c:c:1-*
O=C(CS)Nc1ccccc1 *-S-C-C(=O)-N-c1:c:c:c(-*):c:c:1-*
O=C(CS)Nc1ccccc1 *-S-C-C(=O)-N-c1:c:c(-*):c:c:c:1-*
O=C(CS)Nc1ccccc1 *-S-C-C(=O)-N-c1:c:c:c:c(-*):c:1
O=C(CS)Nc1ccccc1 *-S-C-C(=O)-N-c1:c:c(-*):c(-*):c:c:1-*
O=C(CS)Nc1ccccc1 *-S-C-C(=O)-N-c1:c:c:c:c:c:1
O=C(CS)Nc1ccccc1 *-S-C-C(=O)-N(-*)-c1:c:c:c:c:c:1-*
O=C(CS)Nc1ccccc1 *-S-C-C(=O)-N(-*)-c1:c:c:c:c:c:1
Cc1ccncn1 *-c1:n:c(-*):c(-*):c(-C):n:1
Cc1ccncn1 *-c1:n:c(:*):n(:*):c(-C):c:1-*
Cc1ccncn1 *-c1:c:c(-C):n:c:n:1
Cc1ccncn1 *-c1:c:c(-C):n:c(:*):n:1:*
Cc1ccncn1 *-c1:c:c(-C):n:c(-*):n:1
Cc1ccncn1 *-c1:c:c(-C):n(:*):c(:*):n:1
Cc1ccncn1 *-c1:n:c(=*):n(-*):c(-C):c:1-*
Cc1ccncn1 *:c1:n:c:n:c(-C):c:1:*
Cc1ccncn1 *-c1:n:c:c(-*):c(-C):n:1
Cc1ccncn1 *-c1:n:c:c:c(-C):n:1
Cc1ccncn1 *-C-c1:c:c(-*):n:c(-*):n:1
ccccoc=O *-c(:c:*):c:c(:*):o:c(:*)=O
ccccoc=O *-c(:c:c(:*):c:*):o:c(:*)=O
ccccoc=O *-c(:c:c:*):c(:*):o:c(:*)=O
ccccoc=O *:c:c:c:c(:*):o:c(:*)=O
ccccoc=O *-c(:*):c:c:c(:*):o:c(:*)=O
ccccoc=O *-c(:*):c:c(-*):c(:*):o:c(:*)=O
ccccoc=O *-c(:*):c(-*):c(-*):c(:*):o:c(:*)=O
ccccoc=O *-c(:*):c(-*):c:c(:*):o:c(:*)=O
Cc1ccccc1Cl *-c1:c:c:c:c(-Cl):c:1-C
Cc1ccccc1Cl *-C(=*)-c1:c:c:c:c:c:1-Cl
Cc1ccccc1Cl *-C-c1:c(-*):c:c:c:c:1-Cl
Cc1ccccc1Cl *-c1:c:c:c(-C):c(-Cl):c:1
Cc1ccccc1Cl *-C(-*)-c1:c:c:c:c:c:1-Cl
Cc1ccccc1Cl *-c1:c:c:c(-Cl):c(-C):c:1
Cc1ccccc1Cl *-C-c1:c:c:c:c:c:1-Cl
Cc1ccccc1Cl *-c1:c:c:c(-Cl):c(-C#*):c:1
Cc1ccccc1Cl *-C-c1:c:c:c(-*):c:c:1-Cl
Cc1ccccc1Cl *-c1:c:c(-C):c(-Cl):c:c:1-*
Cc1ccccc1Cl *-c1:c:c:c(-Cl):c(-C):c:1-*
Cc1ccccc1Cl *=C-c1:c:c:c:c:c:1-Cl
Cc1ccccc1Cl *-C-c1:c:c:c:c(-*):c:1-Cl
c1ccncc1 *-c1:c:c:c:n:c:1-*
c1ccncc1 *-c1:c:c:c:n:c:1
c1ccncc1 *-c1:c:c:n:c:c:1
c1ccncc1 *-n1:c:c:c:c:c:1=*
c1ccncc1 *-c1:c:c:c:c:n:1
c1ccncc1 *-c1:c:c(-*):n(-*):c(=*):c:1-*
c1ccncc1 *:c1:c:c:c:c:n:1:*
c1ccncc1 *-c1:c:c:n:c(-*):c:1-*
c1ccncc1 *-c1:c:c(-*):c(:*):c(:*):n:1
c1ccncc1 *-c1:c:c:n:c(:*):c:1:*
c1ccncc1 *-c1:c:c:n:c(-*):c:1
c1ccncc1 *-c1:c:c:c(:*):c(:*):n:1
c1ccncc1 *-c1:c:c(-*):n:c(-*):c:1
c1ccncc1 *-c1:c:c(-*):c(-*):c(-*):n:1
c1ccncc1 *-c1:c:n:c:c(-*):c:1
c1ccncc1 *:c1:c:c:c:n:c:1:*
c1ccncc1 *-c1:c:c:c(-*):n:c:1
c1ccncc1 *-c1:c:c(-*):c(=*):n(-*):c:1-*
c1ccncc1 *-c1:c:c(-*):c(-*):n:c:1-*
c1ccncc1 *-c1:n:c(-*):c(-*):c(-*):c:1-*
c1ccncc1 *-c1:c:c(-*):n(:*):c(:*):c:1-*
c1ccncc1 *-c1:c:c:c:c(-*):n:1
c1ccncc1 *-c1:c:c:c(-*):c(-*):n:1
c1ccncc1 *-c1:c(-*):c(:*):c(:*):n(-*):c:1=*
c1ccncc1 *-c1:c:c:c:n(-*):c:1=*
c1ccncc1 *-c1:c(-*):c(-*):n(-*):c(=*):c:1-*
c1ccncc1 *-c1:c:c(=*):n(-*):c(-*):c:1-*
c1ccncc1 *-c1:c:c:n(:*):c(:*):c:1
c1ccncc1 *-c1:c:n:c:c(-*):c:1-*
c1ccncc1 *-c1:c:c:n:c:c:1-*
c1ccncc1 *-c1:c:c(-*):c(-*):c:n:1
