Br *-Br
c1ccc2c(c1)OCCO2 *:c1:c:c:c2:c(:c:1:*)-O-C-C-O-2
c1ccc2c(c1)OCCO2 *-c1:c:c:c2:c(:c:1-*)-O-C-C-O-2
c1ccc2c(c1)OCCO2 *:c1:c:c2:c(:c:c:1:*)-O-C-C-O-2
c1ccc2c(c1)OCCO2 *-c1:c:c:c:c2:c:1-O-C-C-O-2
c1ccc2c(c1)OCCO2 *-c1:c:c(-*):c2:c(:c:1)-O-C-C-O-2
c1ccc2c(c1)OCCO2 *-c1:c:c2:c(:c(-*):c:1-*)-O-C-C-O-2
c1ccc2c(c1)OCCO2 *-c1:c:c:c(-*):c2:c:1-O-C-C-O-2
c1ccc2c(c1)OCCO2 *-c1:c:c2:c(:c(:*):c:1:*)-O-C-C-O-2
c1ccc2c(c1)OCCO2 *-c1:c:c:c2:c(:c:1)-O-C(-*)(-*)-C(-*)(-*)-O-2
CCC#N *-C-C(-*)(-*)-C#N
CCC#N *-C(-*)-C(-*)-C#N
CCC#N *-C(-C)-C#N
CCC#N *-C(=*)-C(-*)-C#N
CCC#N *-C(-*)-C-C#N
CCC#N *-C(-*)(-C#*)-C#N
CCC#N *-C(-C#*)-C#N
CCC#N *-C-C(-*)-C#N
CCC#N *-C(-*)-C(-*)(-*)-C#N
CCC#N *-C(-C#N)-C(-*)(-*)-*
CCC#N *-C-C-C#N
CCC#N *-C(-*)(-C#N)-C=*
CCC#N *-C(-*)(-C)-C#N
CCC#N *=C-C-C#N
CCC#N *-C(-C#N)-C=*
COc1cccc(OC)c1 *-c1:c:c(-O-C):c:c(-O-C):c:1
COc1cccc(OC)c1 *-c1:c(-O-C):c:c:c:c:1-O-C
COc1cccc(OC)c1 *-c1:c:c:c(-O-C):c:c:1-O-C
COc1cccc(OC)c1 *:c1:c:c(-O-C):c:c(-O-C):c:1:*
COc1cccc(OC)c1 *-c1:c:c(-O-C):c(-*):c(-O-C):c:1
COc1cccc(OC)c1 *-c1:c:c(-O-C):c:c(-O-C):c:1-*
COc1cccc(OC)c1 *-c1:c:c:c(-O-C):c(-*):c:1-O-C
COc1cccc(OC)c1 *-c1:c:c(-*):c(-O-C):c(-*):c:1-O-C
COc1cccc(OC)c1 *-c1:c:c(-*):c(-O-C):c:c:1-O-C
COc1cccc(OC)c1 *-c1:c(-O-C):c:c(-O-C):c(:*):c:1:*
COc1cccc(OC)c1 *-C-O-c1:c:c:c:c(-O-C):c:1
COc1cccc(OC)c1 *-c1:c(-O-C):c:c(:*):c(:*):c:1-O-C
COc1cccc(OC)c1 *-c1:c:c(-O-C):c(-*):c(-O-C):c:1-*
COc1cccc(OC)c1 *-c1:c(-O-C):c:c(-O-C):c(-*):c:1-*
COc1cccc(OC)c1 *-C-O-c1:c:c(-O-C):c:c:c:1-*
COc1cccc(OC)c1 *-C-O-c1:c:c(-*):c:c(-O-C):c:1
COc1cccc(OC)c1 *-c1:c:c:c(-O-C):c:c:1-O-C=*
COc1cccc(OC)c1 *-c1:c:c:c(-O-C):c:c:1-O-C(-*)(-*)-*
COc1cccc(OC)c1 *-c1:c(-*):c(-O-C):c(-*):c(-O-C):c:1-*
CC(=O)N1CCNCC1 *-N1-C-C-N(-C(-C)=O)-C-C-1
CC(=O)N1CCNCC1 *-C-C(=O)-N1-C-C-N(-*)-C-C-1
CC(=O)N1CCNCC1 *-C(-*)-C(=O)-N1-C-C-N(-*)-C-C-1
CC(=O)N1CCNCC1 *-N1-C-C-N(-C(=O)-C(-*)(-*)-*)-C-C-1
CC(=O)N1CCNCC1 *-C-C(=O)-N1-C-C-N-C(=*)-C-1
CC(=O)N1CCNCC1 *-C-C(=O)-N1-C-C-N-C(=*)-C-1-*
CC(=O)N1CCNCC1 *-N1-C-C-N(-C(=O)-C#*)-C-C-1
CC(=O)N1CCNCC1 *-C(-*)-C(=O)-N1-C-C-N-C(=*)-C-1-*
CC(=O)N1CCNCC1 *-C(-*)-C(=O)-N1-C-C-N-C(=*)-C-1
CC(=O)N1CCNCC1 *-C(-*)-C(=O)-N1-C-C-N(-*)-C(=*)-C-1
CC(=O)N1CCNCC1 *-C1-C(=*)-N-C-C-N-1-C(-C)=O
CC(=O)N1CCNCC1 *-C-C(=O)-N1-C-C-N-C-C-1
CC(=O)N1CCNCC1 *-C(-*)(-*)-C(=O)-N1-C-C-N-C(=*)-C-1
CC(=O)N1CCNCC1 *-C1-C-N(-C(-C)=O)-C-C(=*)-N-1-*
CC(=O)N1CCNCC1 *-N1-C-C-N(-C(=O)-C(-*)(-*)-*)-C-C-1=*
CC(=O)N1CCNCC1 *-C1-C-N(-*)-C-C-N-1-C(-C)=O
CC(=O)N1CCNCC1 *-C-C(=O)-N1-C-C-N(-*)-C(=*)-C-1
CC(=O)N1CCNCC1 *-C-C(=O)-N1-C-C-N(-*)-C-C-1-*
CC(=O)N1CCNCC1 *-C(-*)-C(=O)-N1-C-C-N-C-C-1
CC(=O)N1CCNCC1 *-N1-C-C-N(-C(-C)=O)-C-C-1=*
CC(=O)N1CCNCC1 *-C1-C-N-C-C-N-1-C(-C)=O
CC(=O)N1CCNCC1 *-C(-*)-C(=O)-N1-C-C-N(-*)-C-C-1-*
CC(=O)N1CCNCC1 *-C-C(=O)-N1-C-C-N-C(-*)-C-1
CC(=O)N1CCNCC1 *-C1-C-N(-C(=O)-C(-*)-*)-C-C-N-1
CC(=O)N1CCNCC1 *-C-C(=O)-N1-C-C-N-C-C-1-*
CC(=O)N1CCNCC1 *-C(-*)-C(=O)-N1-C-C-N-C-C-1-*
CC(=O)N1CCNCC1 *-C-C(=O)-N1-C-C(-*)-N-C-C-1-*
CC(=O)N1CCNCC1 *-C1-C-N(-C(-C)=O)-C(-*)-C-N-1
CC(=O)N1CCNCC1 *-C-C(=O)-N1-C-C(-*)(-*)-N-C-C-1-*
CC(=O)N1CCNCC1 *-C1-C-N(-C(=O)-C(-*)-*)-C(-*)-C-N-1
CC(=O)N1CCNCC1 *-C-C(=O)-N1-C-C-N(-*)-C(-*)-C-1
CC(=O)N1CCNCC1 *-C(=*)-C(=O)-N1-C-C-N(-*)-C-C-1
CC(=O)N1CCNCC1 *-C(-*)-C(=O)-N1-C-C-N(-*)-C(-*)-C-1
CC(=O)N1CCNCC1 *-C1-C-N(-C(-C)=O)-C-C-N-1
CC(=O)N1CCNCC1 *-C1-C-N(-C(-C)=O)-C-C-N-1-*
CC(=O)N1CCNCC1 *-C-C(=O)-N1-C-C(=*)-N(-*)-C-C-1-*
CC(=O)N1CCNCC1 *-C(-*)-C(=O)-N1-C-C(=*)-N(-*)-C-C-1-*
c1ccc2nccc2c1 *-c1:c:c:c2:c(:c:1):c(-*):c(-*):n:2-*
c1ccc2nccc2c1 *-c1:c:n(-*):c2:c:c:c:c:c:1:2
c1ccc2nccc2c1 *-c1:c(-*):n(-*):c2:c:c:c:c:c:1:2
c1ccc2nccc2c1 *-c1:c:c2:c(-*):c(-*):n(-*):c:2:c:c:1-*
c1ccc2nccc2c1 *-c1:c:c:c2:c(:c:1):c(-*):c:n:2-*
c1ccc2nccc2c1 *-c1:c:c:c2:c(:c(-*):c:n:2-*):c:1-*
c1ccc2nccc2c1 *-n1:c(:*):c(:*):c2:c:c:c:c:c:2:1
c1ccc2nccc2c1 *-n1:c:c:c2:c:c:c:c:c:2:1
c1ccc2nccc2c1 *-c1:c:c2:c:c:c:c:c:2:n:1-*
c1ccc2nccc2c1 *-c1:c:c:c2:c:c:n(-*):c:2:c:1
c1ccc2nccc2c1 *-c1:c:c:c:c2:c:1:c(-*):c(-*):n:2-*
c1ccc2nccc2c1 *-c1:c:n(-*):c2:c(-*):c:c:c:c:1:2
c1ccc2nccc2c1 *-c1:c:c:c2:c(:c:1-*):c(-*):c(-*):n:2-*
c1ccc2nccc2c1 *-c1:c:c(-*):c2:c(-*):c(-*):n(-*):c:2:c:1
c1ccc2nccc2c1 *-c1:c:c:c2:c(:c:1):c(:*):c(:*):n:2-*
c1ccc2nccc2c1 *-c1:c:c2:c:c(-*):n(-*):c:2:c:c:1-*
c1ccc2nccc2c1 *-c1:c:c:c2:c(-*):c(-*):n(-*):c:2:c:1
c1ccc2nccc2c1 *:c1:n:c2:c:c:c:c:c:2:c:1:*
c1ccc2nccc2c1 *-c1:c:c:c2:c(:c:c:n:2-*):c:1
c1ccc2nccc2c1 *-c1:c:c:c2:c(-*):c:n(-*):c:2:c:1
c1ccc2nccc2c1 *-c1:c:c:c:c2:c:1:c(-*):c:n:2-*
c1ccc2nccc2c1 *-c1:c:c:c2:c:c(-*):n(-*):c:2:c:1
c1ccc2nccc2c1 *-c1:c:c2:c(:*):c(:*):n(-*):c:2:c:c:1-*
c1ccc2nccc2c1 *-c1:c:c:c:c2:c:c(-*):n(-*):c:1:2
c1ccc2nccc2c1 *-c1:c:c:c2:c(:c:1):c:c(-*):n:2-*
c1ccc2nccc2c1 *-c1:c:c:c:c2:c:c:n(-*):c:1:2
c1ccc2nccc2c1 *-c1:c:c:c(-*):c2:c:1:c:c(-*):n:2-*
c1ccc2nccc2c1 *-c1:c:c(-*):c2:c(:c:c:n:2-*):c:1
c1ccc2nccc2c1 *-c1:c:c(-*):c2:c:c:n(-*):c:2:c:1
c1ccc2nccc2c1 *-c1:c:c:c:c2:c:1:c:c:n:2-*
c1ccc2nccc2c1 *-c1:c:c:c:c2:c:1:c:c(-*):n:2-*
c1ccc2nccc2c1 *-c1:c:c2:c(-*):c:n(-*):c:2:c:c:1-*
c1ccc2nccc2c1 *-c1:c:c2:c:c:n(-*):c:2:c:c:1-*
c1ccc2nccc2c1 *-c1:c(-*):c(-*):c2:c(:c:c:n:2-*):c:1-*
c1ccc2nccc2c1 *-c1:c:c(-*):c2:c(-*):c:n(-*):c:2:c:1
c1ccc2nccc2c1 *-c1:c:c2:c(:c(-*):c:n:2-*):c(-*):c:1-*
c1ccc2nccc2c1 *-c1:c:c:c2:c(:c:c:n:2-*):c:1-*
c1ccc2nccc2c1 *-c1:c:c(-*):c2:c:c(-*):n(-*):c:2:c:1
Cc1ncnn1 *-c1:n:c(-C):n:n:1-*
Cc1ncnn1 *:c1:n:c(-C):n:n:1:*
Cc1ncnn1 *-c1:n:c(-C):n(-*):n:1
Cc1ncnn1 *-n1:c:n:c(-C):n:1
Cc1ncnn1 *-C-c1:n:c(:*):n(:*):n:1
Cc1ncnn1 *-n1:n:c:n:c:1-C
Cc1ncnn1 *-C-c1:n:c:n:n:1-*
Cc1ncnn1 *-C-c1:n:c(-*):n:n:1-*
Cc1ncnn1 *-c1:n:c(-C=*):n:n:1-*
Cc1ncnn1 *-C-c1:n:c:n(-*):n:1
Cc1ncnn1 *-C-c1:n:c(-*):n(-*):n:1
C1CCCCC1 *-C1-C-C-C-C-C-1
C1CCCCC1 *-C1(-*)-C-C-C-C-C-1
C1CCCCC1 *-C1-C-C-C-C-C-1=*
C1CCCCC1 *=C1-C-C-C-C-C-1
C1CCCCC1 *-C1-C-C-C(-*)-C-C-1
C1CCCCC1 *-C1-C-C-C(-*)(-*)-C-C-1
C1CCCCC1 *-C1-C-C-C-C-C-1-*
C1CCCCC1 *-C1-C(=*)-C-C-C-C-1=*
C1CCCCC1 *-C1-C-C-C(-*)-C(-*)-C-1
C1CCCCC1 *=C1-C-C-C-C-C-1=*
C1CCCCC1 *-C1-C-C-C(-*)-C(-*)(-*)-C-1
Cc1ccc(C)cc1 *-c1:c:c(-C):c(:*):c(:*):c:1-C
Cc1ccc(C)cc1 *-c1:c:c(-C):c:c:c:1-C
Cc1ccc(C)cc1 *-c1:c:c(-C):c(-*):c:c:1-C
Cc1ccc(C)cc1 *-C-c1:c:c:c(-C):c:c:1
Cc1ccc(C)cc1 *-C(-*)-c1:c:c:c(-C):c:c:1
Cc1ccc(C)cc1 *-c1:c(-C):c:c:c(-C):c:1-*
Cc1ccc(C)cc1 *=C-c1:c:c:c(-C):c:c:1
Cc1ccc(C)cc1 *-c1:c:c(-C):c(-*):c(-*):c:1-C
Cc1ccc(C)cc1 *:c1:c(-C):c:c:c(-C):c:1:*
Cc1ccc(C)cc1 *-c1:c:c(-C#*):c(-*):c:c:1-C#*
Cc1ccc(C)cc1 *#C-c1:c:c:c(-C#*):c:c:1
Cc1ccc(C)cc1 *-c1:c:c(-C):c:c:c:1-C=*
Cc1ccc(C)cc1 *-C-c1:c:c:c(-C):c:c:1-*
Cc1ccc(C)cc1 *-C-c1:c:c:c(-C-*):c:c:1
Cc1ccc(C)cc1 *-C(-*)(-*)-c1:c:c:c(-C):c:c:1
Cc1ccc(C)cc1 *-C(=*)-c1:c:c:c(-C):c:c:1
Cc1ccc(C)cc1 *-C-c1:c:c:c(-C=*):c:c:1
Cc1ccc(C)cc1 *-c1:c:c(-C):c:c(-*):c:1-C
Cc1ccc(C)cc1 *-C-c1:c:c:c(-C):c(-*):c:1
Cc1ccc(C)cc1 *=C-c1:c:c:c(-C=*):c:c:1
Cc1ccc(C)cc1 *-C-c1:c:c:c(-C#*):c:c:1
Cc1ccc(C)cc1 *-c1:c:c(-C=*):c(-*):c:c:1-C
Cc1ccc(C)cc1 *#C-c1:c:c:c(-C):c:c:1
Cc1ccc(C)cc1 *-c1:c:c(-C#*):c:c:c:1-C
Cc1ccc(C)cc1 *-c1:c(-*):c(-C):c(-*):c(-*):c:1-C
Cc1ccc(C)cc1 *-C(-*)-c1:c:c:c(-C#*):c:c:1
Cc1ccc(C)cc1 *-C-c1:c:c:c(-C):c(:*):c:1:*
Cc1ccc(C)cc1 *-c1:c:c(-C=*):c:c:c:1-C
Cc1ccc(C)cc1 *-c1:c:c(-C(-*)-*):c(-*):c:c:1-C
Cc1ccc(C)cc1 *-c1:c(-C):c:c:c(-C(-*)-*):c:1-*
Cc1ccc(C)cc1 *-c1:c:c(-C(-*)-*):c:c:c:1-C
Cc1ccc(C)cc1 *-c1:c:c(-C):c:c:c:1-C(-*)-*
Cc1ccc(C)cc1 *-C(=*)-c1:c:c(-*):c(-C):c:c:1-*
C1CCNCC1 *-C1-C-C-C-C-N-1-*
C1CCNCC1 *-N1-C-C-C-C-C-1
C1CCNCC1 *-C1-C-C-N(-*)-C-C-1
C1CCNCC1 *-C1-C-C-C-N(-*)-C-1
C1CCNCC1 *-N1-C-C-C(=*)-C-C-1
C1CCNCC1 *-N1-C-C-C(-*)(-*)-C-C-1
C1CCNCC1 *-C1-C-C-C-N(-*)-C-1-*
C1CCNCC1 *-C1-C-C-N(-*)-C-C-1-*
C1CCNCC1 *-N1-C-C-C-C(-*)(-*)-C-1
C1CCNCC1 *-C1-C-C-C-C-N-1
C1CCNCC1 *-C1-C-C(-*)-C-N(-*)-C-1
C1CCNCC1 *-C1-C-C-N-C-C-1
C1CCNCC1 *-C1-N(-*)-C-C-C-C-1(-*)-*
C1CCNCC1 *-C1-C-C-N(-*)-C-C-1(-*)-*
C1CCNCC1 *-C1-C-N(-*)-C-C(-*)-C-1-*
C1CCNCC1 *-C1-C-C(-*)-C(-*)-N(-*)-C-1
C1CCNCC1 *-N1-C-C-C(-*)(-*)-C(-*)(-*)-C-1
C1CCNCC1 *-C1-C-C-N(-*)-C(-*)-C-1-*
C1CCNCC1 *-N1-C-C-C-C-C-1(-*)-*
C1CCNCC1 *-C1-C-N(-*)-C-C-C-1(-*)-*
C1CCNCC1 *-C1-C-C-C-N-C-1-*
ccccc *-c(:c:*):c:c:c(:*):*
ccccc *-c(:*):c:c(:*):c(:*):c:*
ccccc *-c(:*):c:c:c:c(:*):*
ccccc *:c:c:c:c:c(:*):*
ccccc *-c(:c:*):c(=*):c(:*):c:*
ccccc *-c(:*):c(-*):c(=*):c(:*):c:*
ccccc *-c(:*):c(-*):c(-*):c(:*):c(:*):*
ccccc *-c(:*):c(:*):c(:*):c(:*):c:*
ccccc *-c(:*):c:c(:*):c(-*):c:*
ccccc *-c(:*):c:c(=*):c(:*):c(-*):*
ccccc *-c(:*):c:c(=*):c(:*):c:*
ccccc *-c(:c:c:*):c:c(:*):*
ccccc *-c(:*):c(:*):c(:*):c(-*):c(:*):*
ccccc *-c(:*):c(-*):c(=*):c(:*):c(-*):*
ccccc *=c(:c:c:*):c(:*):c:*
ccccc *-c(:c:c:c:*):c(:*):*
ccccc *-c(:*):c:c(:*):c(-*):c(-*):*
ccccc *-c(:*):c:c(-*):c:c(:*):*
ccccc *-c(:*):c:c(-*):c(:*):c(-*):*
ccccc *-c(:*):c(:*):c(:*):c:c:*
ccccc *-c(:c:c:*):c(-*):c(:*):*
ccccc *-c(:*):c(-*):c(:*):c:c(:*):*
ccccc *-c(:c:c(:*):c:*):c(=*):*
ccccc *-c(:c:*):c(:*):c:c:*
ccccc *-c(:c:*):c:c(:*):c:*
ccccc *-c(:c:*):c:c(-*):c(:*):*
ccccc *-c(:*):c(-*):c(-*):c(:*):c:*
ccccc *-c(:*):c(-*):c(-*):c:c(:*):*
ccccc *-c(:c:*):c(-*):c(-*):c(:*):*
ccccc *-c(:*):c(-*):c:c(:*):c:*
ccccc *-c(:*):c(:*):c:c(:*):c(:*):*
ccccc *-c(:*):c(-*):c(:*):c:c:*
ccccc *=c(:c(:*):c(:*):*):c(:*):c(:*):*
ccccc *-c(:*):c(:*):c(:*):c(:*):c(-*):*
ccccc *:c:c:c(:*):c(:*):c(:*):*
ccccc *=c(:c(:*):*):c(:*):c:c:*
ccccc *-c(:*):c(-*):c(-*):c(-*):c(:*):*
ccccc *-c(:*):c:c(-*):c(-*):c(:*):*
ccccc *-c(:c:*):c(=*):c(:*):c(-*):*
ccccc *-c(:c:*):c(-*):c:c(:*):*
ccccc *=c(:c(:*):c:*):c(:*):c(:*):*
ccccc *-c(:c:*):c:c(:*):c(:*):*
ccccc *-c(:c(:*):*):c(:*):c:c:*
ccccc *-c(:*):c(-*):c:c(:*):c(-*):*
ccccc *-c(:c(:*):*):c(:*):c(:*):c:*
ccccc *:c:c:c(:*):c(:*):c:*
ccccc *:c:c(:*):c:c:c(:*):*
ccccc *:c(:*):c:c:c(:*):c(:*):*
ccccc *-c(:*):c(-*):c(:*):c(:*):c:*
ccccc *-c(:*):c:c(:*):c:c(-*):*
ccccc *=c(:c(:*):c:*):c(:*):c:*
ccccc *-c(:c:*):c:c(-*):c(-*):*
ccccc *-c(:*):c:c(:*):c:c:*
ccccc *-c(:*):c:c:c(-*):c(:*):*
ccccc *-c(:*):c(-*):c:c(-*):c(:*):*
ccccc *-c(:*):c:c(:*):c(:*):c(-*):*
ccccc *-c(:*):c(:*):c(:*):c(-*):c:*
ccccc *-c(:*):c(-*):c:c:c(:*):*
ccccc *-c(:*):c(:*):c(=*):c(:*):c:*
ccccc *-c(:*):c(:*):c(=*):c(:*):c(:*):*
ccccc *-c(:*):c(:*):c(=*):c:c:*
ccccc *-c(:*):c:c(:*):c(:*):c(:*):*
ccccc *-c(:*):c:c:c(:*):c(:*):*
ccccc *-c(:*):c(-*):c(:*):c(-*):c(-*):*
ccccc *-c(:*):c(-*):c:c(:*):c(:*):*
ccccc *:c:c:c:c(:*):c(:*):*
ccccc *-c(:*):c(-*):c(:*):c(-*):c:*
ccccc *-c(:*):c:c:c(:*):c:*
ccccc *:c:c(:*):c(:*):c:c(:*):*
ccccc=O *:c:c:c:c(:*):c(:*)=O
ccccc=O *-c(:*):c(-*):c:c(-*):c(:*)=O
ccccc=O *-c(:c:c(:*):c(:*):*):c(:*)=O
ccccc=O *-c(:c:c(:*):c:*):c(:*)=O
ccccc=O *-c(:c:*):c(-*):c(:*):c(:*)=O
ccccc=O *-c(:*):c(-*):c:c(:*):c(:*)=O
ccccc=O *-c(:c:c(:*):c(=*):*):c(:*)=O
ccccc=O *:c:c:c(:*):c(:*):c(:*)=O
ccccc=O *-c(:*):c(-*):c(-*):c(-*):c(:*)=O
ccccc=O *-c(:c(-*):c(:*):c:*):c(:*)=O
ccccc=O *=c(:c(:*)=O):c(=*):c(:*):c:*
ccccc=O *-c(:*):c:c(:*):c(:*):c(:*)=O
ccccc=O *-c(:*):c(-*):c(=*):c(:*):c(:*)=O
ccccc=O *-c(:*):c(-*):c(:*):c(:*):c(:*)=O
ccccc=O *:c:c(:*):c(:*):c(:*):c(:*)=O
ccccc=O *-c(:c:*):c:c(-*):c(:*)=O
ccccc=O *-c(:*):c:c(-*):c:c(:*)=O
ccccc=O *-c(:c:c(:*):c(-*):*):c(:*)=O
ccccc=O *-c(:c:*):c(:*):c(:*):c(:*)=O
ccccc=O *-c(:*):c:c(=*):c(:*):c(:*)=O
ccccc=O *-c(:c(-*):c(:*):c(=*):*):c(:*)=O
ccccc=O *-c(:c:c(:*)=O):c(:*):c:*
ccccc=O *-c(:*):c:c(-*):c(:*):c(:*)=O
ccccc=O *-c(:*):c(:*):c(-*):c:c(:*)=O
ccccc=O *-c(:*):c:c(-*):c(-*):c(:*)=O
ccccc=O *-c(:c(-*):c(:*):c(-*):*):c(:*)=O
ccccc=O *-c(:*):c:c(:*):c(-*):c(:*)=O
ccccc=O *:c(=O):c:c:c(:*):c(:*):*
ccccc=O *-c(:*):c(:*):c(:*):c(:*):c(:*)=O
ccccc=O *=c(:c(:*):c(:*)=O):c(:*):c(:*):*
ccccc=O *-c(:c(-*):c(:*):c(:*):*):c(:*)=O
ccccc=O *-c(:*):c(-*):c(-*):c:c(:*)=O
ccccc=O *-c(:*):c:c:c(:*):c(:*)=O
ccccc=O *-c(:c:c:*):c(-*):c(:*)=O
ccccc=O *:c(=O):c(:*):c:c(:*):c(:*):*
ccccc=O *-c(:c:c:*):c(:*):c(:*)=O
Clc1cccnc1 *-c1:c:c:c(-Cl):c:n:1
Clc1cccnc1 *-c1:c:n:c:c(-Cl):c:1-*
Clc1cccnc1 *-c1:c:n:c(-*):c(-Cl):c:1
Clc1cccnc1 *-c1:c:n:c:c(-Cl):c:1
Clc1cccnc1 *:c1:c:c:c(-Cl):c:n:1:*
Clc1cccnc1 *-c1:c:c(-Cl):c(:*):n(:*):c:1
Clc1cccnc1 *-c1:n:c:c:c:c:1-Cl
Clc1cccnc1 *-c1:c:c(-Cl):c:n(:*):c:1:*
Clc1cccnc1 *-c1:n:c(-*):c(-Cl):c(-*):c:1-*
Clc1cccnc1 *-c1:c:c:c(-Cl):c(-*):n:1
Clc1cccnc1 *-c1:c:c:n:c:c:1-Cl
Clc1cccnc1 *-c1:c:n:c(-*):c(-Cl):c:1-*
Clc1cccnc1 *-c1:n:c:c(-Cl):c(-*):c:1-*
Clc1cccnc1 *:c1:c:c(-Cl):c:n:c:1:*
Clc1cccnc1 *-c1:c:c(-Cl):c:n:c:1-*
Clc1cccnc1 *-c1:n:c(:*):c(:*):c(-*):c:1-Cl
Clc1cccnc1 *:c1:c(-Cl):c:c:c:n:1:*
Clc1cccnc1 *-c1:c:c(-*):c(-Cl):c:n:1
Clc1cccnc1 *-c1:c:n(:*):c(:*):c(-Cl):c:1-*
Clc1cccnc1 *-c1:c:c:n:c(-*):c:1-Cl
Clc1cccnc1 *-c1:c:c(-Cl):c(-*):n:c:1-*
Clc1cccnc1 *:c1:c:n:c:c(-Cl):c:1:*
Cc1ccon1 *-c1:o:n:c(-C):c:1-*
Cc1ccon1 *-c1:c:c(-C):n:o:1
Cc1ccon1 *:c1:o:n:c(-C):c:1:*
Cc1ccon1 *-C-c1:c:c(-*):o:n:1
Cc1ccon1 *-C-c1:n:o:c(-*):c:1-*
Cc1ccon1 *-C-c1:c:c:o:n:1
Cc1ccon1 *-c1:c(-C):n(-*):o:c:1=*
Cc1ccon1 *-c1:c:o:n:c:1-C
COc1ccccn1 *-c1:c:n:c(-O-C):c:c:1-*
COc1ccccn1 *-c1:c:c:n:c(-O-C):c:1-*
COc1ccccn1 *-c1:c:n:c(-O-C):c(-*):c:1
COc1ccccn1 *-c1:c:c:c:n:c:1-O-C
COc1ccccn1 *-c1:c:c:c(-O-C):n:c:1
COc1ccccn1 *-c1:c:c:c(-O-C):n:c:1-*
COc1ccccn1 *-c1:c:c(-O-C):n:c(:*):c:1:*
COc1ccccn1 *-c1:c:c:c(-*):c(-O-C):n:1
COc1ccccn1 *-c1:c:c:n:c(-O-C):c:1
COc1ccccn1 *-c1:n:c(-O-C):c(-*):c(-*):c:1-*
COc1ccccn1 *-c1:c:c:c:c(-O-C):n:1
COc1ccccn1 *-c1:c:c(-*):c(-O-C):n:c:1-*
COc1ccccn1 *-C-O-c1:c:c:c:c:n:1
COc1ccccn1 *:c1:c:c:c(-O-C):n:c:1:*
COc1ccccn1 *-C-O-c1:n:c(-*):c(-*):c:c:1-*
COc1ccccn1 *-c1:c:c(-O-C):n:c(-*):c:1-*
COc1ccccn1 *-C-O-c1:n:c(-*):c:c:c:1-*
COc1ccccn1 *-C-O-c1:c:c:c:c(-*):n:1
COc1ccccn1 *-C-O-c1:c:c:c(-*):c:n:1
COc1ccccn1 *-c1:c:c(-*):n:c(-O-C):c:1
COc1ccccn1 *-C-O-c1:c:c(-*):c(:*):c(:*):n:1
COc1ccccn1 *-C-O-c1:c:c:c(-*):c(-*):n:1
COc1ccccn1 *-C-O-c1:n:c:c(-*):c:c:1-*
COc1ccccn1 *-C-O-c1:n:c:c:c:c:1-*
COc1ccccn1 *-C-O-c1:c:c(-*):c(-*):c:n:1
COc1ccccn1 *-C-O-c1:n:c:c:c(:*):c:1:*
COc1ccccn1 *-c1:c(-*):n(-*):c(-O-C):c:c:1=*
COc1ccccn1 *-C-O-c1:c:c(-*):c:c:n:1
COc1ccccn1 *-c1:c:n:c(-O-C):c(-*):c:1-*
COc1ccccn1 *:c1:c:n:c(-O-C):c:c:1:*
COc1ccccn1 *:c1:c:c:n:c(-O-C):c:1:*
COc1ccccn1 *-c1:c:c(-*):c(-*):c(-O-C):n:1
NCCO *-N-C(=*)-C(-*)-O
NCCO *-C(-O)-C(-*)-N(-*)-*
NCCO *-N-C(-*)-C-O
NCCO *-N-C(=*)-C-O-*
NCCO *-N(-*)-C-C-O
NCCO *-N-C(-*)-C(-*)-O
NCCO *-C(-C-O)-N(-*)-*
NCCO *-O-C-C-N=*
NCCO *-N-C(=*)-C(-*)(-*)-O
NCCO *-C(-*)(-O)-C(-*)(-*)-N=*
NCCO *-N-C-C(-*)-O
NCCO *-O-C(-*)(-*)-C(=*)-N(-*)-*
NCCO *-N(-*)-C(=*)-C(-*)(-*)-O
NCCO *-C(-*)(-O)-C(=*)-N
NCCO *-N-C(-*)(-*)-C(-*)(-*)-O
NCCO *-N-C-C(-*)-O-*
NCCO *-C(-C-O)-N=*
NCCO *-N-C-C(=*)-O
NCCO *-O-C(-*)-C(=*)-N(-*)-*
NCCO *-O-C-C(=*)-N(-*)-*
NCCO *-C(-O)-C(=*)-N(-*)-*
NCCO *-N(-*)-C-C(-*)(-*)-O
NCCO *-C(-O)-C-N(-*)-*
NCCO *-N-C(-*)-C(=*)-O
NCCO *-N-C(=*)-C(-*)(-*)-O-*
NCCO *-N-C(-*)-C(-*)-O-*
NCCO *-O-C(-*)-C(-*)-N(-*)-*
NCCO *-C(-N=*)-C(=*)-O
NCCO *-N-C(-*)(-*)-C-O
NCCO *-N-C(=*)-C(-*)-O-*
NCCO *-C(-*)(-C-O)-N=*
NCCO *-N-C-C-O
NCCO *-N-C-C-O-*
NCCO *-N-C-C(-*)(-*)-O
NCCO *=N-C-C-O
NCCO *-C(-O)-C(-*)(-*)-N=*
NCCO *-O-C(-*)-C(=*)-N=*
NCCO *-O-C-C-N(-*)-*
NCCO *-N-C(-*)-C-O-*
NCCO *-N(-*)-C(=*)-C(=*)-O
NCCO *-O-C-C(-*)-N(-*)-*
NCCO *-O-C-C(-*)-N=*
NCCO *-O-C(-*)-C-N(-*)-*
NCCO *=N-C-C(=*)-O
NCCO *-N-C(=*)-C-O
NCCO *-O-C(-*)-C(-*)-N
